parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,extra,rain,84012,84017,84023,84032,84038,84124,84148,84165,85114,85116,max,coef,noppt,lin,cap,n,sublim,trncf,radmax,adj,sq,thresh,frac,exp,rate,allsnow
jh_coef:hru_84038:mon_2,none,relative,0.007314,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_3,none,relative,0.007246,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_4,none,relative,0.007078,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_5,none,relative,0.006651,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_6,none,relative,0.00591,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_7,none,relative,0.006356,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_8,none,relative,0.006942,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84038:mon_9,none,relative,0.006597,0.0,0.2,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_1,none,relative,0.008523,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_10,none,relative,0.006241,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_11,none,relative,0.008373,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_12,none,relative,0.009951,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_2,none,relative,0.008594,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_3,none,relative,0.007164,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_4,none,relative,0.006228,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_5,none,relative,0.005356,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_6,none,relative,0.00464,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_7,none,relative,0.005034,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_8,none,relative,0.005528,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84124:mon_9,none,relative,0.005634,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_1,none,relative,0.012417,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_10,none,relative,0.007673,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_11,none,relative,0.012059,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_12,none,relative,0.015189,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_2,none,relative,0.011794,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_3,none,relative,0.00945,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_4,none,relative,0.007617,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_5,none,relative,0.006137,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_6,none,relative,0.005099,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_7,none,relative,0.005409,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_8,none,relative,0.006014,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84148:mon_9,none,relative,0.006397,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_1,none,relative,0.004672,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_10,none,relative,0.005212,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_11,none,relative,0.006263,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_12,none,relative,0.005919,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_2,none,relative,0.005674,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_3,none,relative,0.00535,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_4,none,relative,0.005227,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_5,none,relative,0.00473,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_6,none,relative,0.00403,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_7,none,relative,0.004287,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_8,none,relative,0.004805,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_84165:mon_9,none,relative,0.00482,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,mon,,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_1,none,relative,0.004458,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_10,none,relative,0.004987,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_11,none,relative,0.00569,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_12,none,relative,0.005446,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_2,none,relative,0.005102,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_3,none,relative,0.005057,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_4,none,relative,0.00487,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_5,none,relative,0.004563,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_6,none,relative,0.004149,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_7,none,relative,0.004458,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_8,none,relative,0.004841,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85114:mon_9,none,relative,0.00482,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,mon,,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_1,none,relative,0.003514,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_10,none,relative,0.004188,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_11,none,relative,0.004843,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_12,none,relative,0.004412,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_2,none,relative,0.004138,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_3,none,relative,0.004168,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_4,none,relative,0.004106,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_5,none,relative,0.003871,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_6,none,relative,0.00343,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_7,none,relative,0.003669,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_8,none,relative,0.004067,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
jh_coef:hru_85116:mon_9,none,relative,0.004044,0.0,0.2,pargp,1.0,0.0,1,,,,,,,,,,,,mon,,hru,,,,,,,,,,,,,,
mann_n:seg_42949,log,factor,0.048259,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_42951,log,factor,0.041844,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_42952,log,factor,0.041611,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_42953,log,factor,0.044042,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
mann_n:seg_42954,log,factor,0.042501,0.001,0.15,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,seg,,,,,,,,,,
potet_sublim:hru_84012,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84017,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84023,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84032,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84038,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84124,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84148,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_84165,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_85114,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
potet_sublim:hru_85116,log,factor,0.5,0.4,0.6,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,hru,,,,,,,,,
rad_trncf:hru_84012,none,relative,0.648704,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84017,none,relative,0.733512,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84023,none,relative,0.597397,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84032,none,relative,0.852954,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84038,none,relative,0.474635,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84124,none,relative,0.373708,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84148,none,relative,0.441645,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_84165,none,relative,0.42043,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_85114,none,relative,0.629957,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
rad_trncf:hru_85116,none,relative,0.403661,0.0,1.0,pargp,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,hru,,,,,,,,
radmax:hru_84012:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84012:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,mon,,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84017:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,mon,,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84023:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,mon,,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84032:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,mon,,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84038:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,mon,,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84124:mon_9,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,mon,,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_1,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_10,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_11,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_12,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_2,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_3,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_4,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_5,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_6,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_7,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
radmax:hru_84148:mon_8,log,factor,0.8,0.5,1.0,pargp,1.0,0.0,1,,,,,,,,,mon,,,,,,,,,,,,hru,,,,,,,
